returnername,gamescore,returnPointProbability_top20,opponentScore,playerscore
Stan Wawrinka,40-50,.40322581,3,4
Stan Wawrinka,50-40,.40449437,4,3
Steve Darcis,0-0,.17647059,0,0
Steve Darcis,0-15,0,0,1
Steve Darcis,15-0,.25,1,0
Steve Darcis,15-15,.15384616,1,1
Steve Darcis,15-30,.5,1,2
Steve Darcis,15-40,0,1,3
Steve Darcis,30-0,.38095239,2,0
Steve Darcis,30-15,.31578946,2,1
Steve Darcis,30-30,.14285715,2,2
Steve Darcis,30-40,1,2,3
Steve Darcis,40-0,.30769232,3,0
Steve Darcis,40-15,.47058824,3,1
Steve Darcis,40-30,.5714286,3,2
Steve Darcis,40-40,.21428572,3,3
Steve Darcis,40-50,0,3,4
Steve Darcis,50-40,.27272728,4,3
Steve Johnson,0-0,.2658228,0,0
Steve Johnson,0-15,.22222222,0,1
Steve Johnson,0-30,.5,0,2
Steve Johnson,0-40,.14285715,0,3
Steve Johnson,15-0,.30459771,1,0
Steve Johnson,15-15,.29411766,1,1
Steve Johnson,15-30,.27027026,1,2
Steve Johnson,15-40,.25,1,3
Steve Johnson,30-0,.22314049,2,0
Steve Johnson,30-15,.30303031,2,1
Steve Johnson,30-30,.28070176,2,2
Steve Johnson,30-40,.2857143,2,3
Steve Johnson,40-0,.26595744,3,0
Steve Johnson,40-15,.32978722,3,1
Steve Johnson,40-30,.2638889,3,2
Steve Johnson,40-40,.30555555,3,3
Steve Johnson,40-50,.27272728,3,4
Steve Johnson,50-40,.34,4,3
Tatsuma Ito,0-0,.30434781,0,0
Tatsuma Ito,0-15,.5714286,0,1
Tatsuma Ito,0-30,0,0,2
Tatsuma Ito,15-0,.5,1,0
Tatsuma Ito,15-15,.54545456,1,1
Tatsuma Ito,15-30,.5,1,2
Tatsuma Ito,15-40,.60000002,1,3
Tatsuma Ito,30-0,.125,2,0
Tatsuma Ito,30-15,.16666667,2,1
Tatsuma Ito,30-30,0,2,2
Tatsuma Ito,30-40,0,2,3
Tatsuma Ito,40-0,.2857143,3,0
Tatsuma Ito,40-15,.42857143,3,1
Tatsuma Ito,40-30,.33333334,3,2
Tatsuma Ito,40-40,.36363637,3,3
Tatsuma Ito,40-50,.25,3,4
Tatsuma Ito,50-40,.42857143,4,3
Teimuraz Gabashvili,0-0,.42105263,0,0
Teimuraz Gabashvili,0-15,.125,0,1
Teimuraz Gabashvili,0-30,0,0,2
Teimuraz Gabashvili,15-0,.36363637,1,0
Teimuraz Gabashvili,15-15,.45454547,1,1
Teimuraz Gabashvili,15-30,0,1,2
Teimuraz Gabashvili,30-0,.2857143,2,0
Teimuraz Gabashvili,30-15,.25,2,1
Teimuraz Gabashvili,30-30,.25,2,2
Teimuraz Gabashvili,30-40,.5,2,3
Teimuraz Gabashvili,40-0,.60000002,3,0
Teimuraz Gabashvili,40-15,.22222222,3,1
Teimuraz Gabashvili,40-30,.125,3,2
Teimuraz Gabashvili,40-40,.5,3,3
Teimuraz Gabashvili,40-50,1,3,4
Teimuraz Gabashvili,50-40,0,4,3
Teymuraz Gabashvili,0-0,.25,0,0
Teymuraz Gabashvili,0-15,.33333334,0,1
Teymuraz Gabashvili,0-30,.5,0,2
Teymuraz Gabashvili,0-40,0,0,3
Teymuraz Gabashvili,15-0,.47222221,1,0
Teymuraz Gabashvili,15-15,.36000001,1,1
Teymuraz Gabashvili,15-30,.18181819,1,2
Teymuraz Gabashvili,15-40,.25,1,3
Teymuraz Gabashvili,30-0,.15789473,2,0
Teymuraz Gabashvili,30-15,.21052632,2,1
Teymuraz Gabashvili,30-30,.38461539,2,2
Teymuraz Gabashvili,30-40,.25,2,3
Teymuraz Gabashvili,40-0,.25,3,0
Teymuraz Gabashvili,40-15,.15789473,3,1
Teymuraz Gabashvili,40-30,.54545456,3,2
Teymuraz Gabashvili,40-40,.07692308,3,3
Teymuraz Gabashvili,40-50,1,3,4
Teymuraz Gabashvili,50-40,.083333336,4,3
Thanasi Kokkinakis,0-0,.2857143,0,0
Thanasi Kokkinakis,0-15,.33333334,0,1
Thanasi Kokkinakis,0-30,.625,0,2
Thanasi Kokkinakis,0-40,.40000001,0,3
Thanasi Kokkinakis,15-0,.36666667,1,0
Thanasi Kokkinakis,15-15,.34210527,1,1
Thanasi Kokkinakis,15-30,.1875,1,2
Thanasi Kokkinakis,15-40,0,1,3
Thanasi Kokkinakis,30-0,.31578946,2,0
Thanasi Kokkinakis,30-15,.2972973,2,1
Thanasi Kokkinakis,30-30,.125,2,2
Thanasi Kokkinakis,30-40,.11111111,2,3
Thanasi Kokkinakis,40-0,.42307693,3,0
Thanasi Kokkinakis,40-15,.43243244,3,1
Thanasi Kokkinakis,40-30,.43243244,3,2
Thanasi Kokkinakis,40-40,.35555556,3,3
Thanasi Kokkinakis,40-50,.3125,3,4
Thanasi Kokkinakis,50-40,.34482759,4,3
Thiemo de Bakker,0-0,.35897437,0,0
Thiemo de Bakker,0-15,.35714287,0,1
Thiemo de Bakker,0-30,.80000001,0,2
Thiemo de Bakker,0-40,.25,0,3
Thiemo de Bakker,15-0,.28,1,0
Thiemo de Bakker,15-15,.3125,1,1
Thiemo de Bakker,15-30,.5,1,2
Thiemo de Bakker,15-40,.66666669,1,3
Thiemo de Bakker,30-0,.3888889,2,0
Thiemo de Bakker,30-15,.27777779,2,1
Thiemo de Bakker,30-30,.25,2,2
Thiemo de Bakker,30-40,.25,2,3
Thiemo de Bakker,40-0,.18181819,3,0
Thiemo de Bakker,40-15,.40000001,3,1
Thiemo de Bakker,40-30,.5,3,2
Thiemo de Bakker,40-40,.3125,3,3
Thiemo de Bakker,40-50,.60000002,3,4
Thiemo de Bakker,50-40,.45454547,4,3
Thomas Fabbiano,0-0,.30000001,0,0
Thomas Fabbiano,0-15,0,0,1
Thomas Fabbiano,15-0,.14285715,1,0
Thomas Fabbiano,15-15,0,1,1
Thomas Fabbiano,30-0,.33333334,2,0
Thomas Fabbiano,30-15,.5,2,1
Thomas Fabbiano,30-30,0,2,2
Thomas Fabbiano,40-0,0,3,0
Thomas Fabbiano,40-15,0,3,1
Thomas Fabbiano,40-30,.66666669,3,2
Thomas Fabbiano,40-40,.5,3,3
Thomas Fabbiano,40-50,1,3,4
Thomas Fabbiano,50-40,0,4,3
Thomaz Bellucci,0-0,.31638417,0,0
Thomaz Bellucci,0-15,.35714287,0,1
Thomaz Bellucci,0-30,.050000001,0,2
Thomaz Bellucci,0-40,0,0,3
Thomaz Bellucci,15-0,.2644628,1,0
Thomaz Bellucci,15-15,.2647059,1,1
Thomaz Bellucci,15-30,.2972973,1,2
Thomaz Bellucci,15-40,.5,1,3
Thomaz Bellucci,30-0,.28089887,2,0
Thomaz Bellucci,30-15,.23999999,2,1
Thomaz Bellucci,30-30,.15909091,2,2
Thomaz Bellucci,30-40,.38461539,2,3
Thomaz Bellucci,40-0,.390625,3,0
Thomaz Bellucci,40-15,.28048781,3,1
Thomaz Bellucci,40-30,.33333334,3,2
Thomaz Bellucci,40-40,.3877551,3,3
Thomaz Bellucci,40-50,.31578946,3,4
Thomaz Bellucci,50-40,.26666668,4,3
Tim Smyczek,0-0,.34782609,0,0
Tim Smyczek,0-15,.5,0,1
Tim Smyczek,0-30,.5,0,2
Tim Smyczek,0-40,.33333334,0,3
Tim Smyczek,15-0,.33333334,1,0
Tim Smyczek,15-15,.22222222,1,1
Tim Smyczek,15-30,.25,1,2
Tim Smyczek,15-40,.2857143,1,3
Tim Smyczek,30-0,.30000001,2,0
Tim Smyczek,30-15,.23333333,2,1
Tim Smyczek,30-30,.125,2,2
Tim Smyczek,30-40,.14285715,2,3
Tim Smyczek,40-0,.2857143,3,0
Tim Smyczek,40-15,.20689656,3,1
Tim Smyczek,40-30,.30000001,3,2
Tim Smyczek,40-40,.21052632,3,3
Tim Smyczek,40-50,.25,3,4
Tim Smyczek,50-40,.26666668,4,3
Tobias Kamke,0-0,.25806451,0,0
Tobias Kamke,0-15,.625,0,1
Tobias Kamke,0-30,0,0,2
Tobias Kamke,15-0,.34782609,1,0
Tobias Kamke,15-15,.18181819,1,1
Tobias Kamke,15-30,.5714286,1,2
Tobias Kamke,15-40,.25,1,3
Tobias Kamke,30-0,.40000001,2,0
Tobias Kamke,30-15,.26666668,2,1
Tobias Kamke,30-30,.5714286,2,2
Tobias Kamke,30-40,0,2,3
Tobias Kamke,40-0,.22222222,3,0
Tobias Kamke,40-15,.30769232,3,1
Tobias Kamke,40-30,.5714286,3,2
Tobias Kamke,40-40,.375,3,3
Tobias Kamke,40-50,.5,3,4
Tobias Kamke,50-40,.2,4,3
Tomas Berdych,0-0,.36956522,0,0
Tomas Berdych,0-15,.42016807,0,1
Tomas Berdych,0-30,.40000001,0,2
Tomas Berdych,0-40,.60000002,0,3
Tomas Berdych,15-0,.42857143,1,0
Tomas Berdych,15-15,.33333334,1,1
Tomas Berdych,15-30,.34146342,1,2
Tomas Berdych,15-40,.3611111,1,3
Tomas Berdych,30-0,.29310346,2,0
Tomas Berdych,30-15,.34057972,2,1
Tomas Berdych,30-30,.31683168,2,2
Tomas Berdych,30-40,.45454547,2,3
Tomas Berdych,40-0,.29268292,3,0
Tomas Berdych,40-15,.33043477,3,1
Tomas Berdych,40-30,.30841121,3,2
Tomas Berdych,40-40,.27173913,3,3
Tomas Berdych,40-50,.56,3,4
Tomas Berdych,50-40,.26865673,4,3
Tommy Haas,0-0,.21818182,0,0
Tommy Haas,0-15,.5,0,1
Tommy Haas,0-30,0,0,2
Tommy Haas,15-0,.30232558,1,0
Tommy Haas,15-15,.2631579,1,1
Tommy Haas,15-30,.27272728,1,2
Tommy Haas,15-40,.33333334,1,3
Tommy Haas,30-0,.23333333,2,0
Tommy Haas,30-15,.095238097,2,1
Tommy Haas,30-30,0,2,2
Tommy Haas,30-40,.5,2,3
Tommy Haas,40-0,.17391305,3,0
Tommy Haas,40-15,.26086956,3,1
Tommy Haas,40-30,.125,3,2
Tommy Haas,40-40,.2,3,3
Tommy Haas,40-50,0,3,4
Tommy Haas,50-40,.25,4,3
Tommy Robredo,0-0,.19444445,0,0
Tommy Robredo,0-15,.35714287,0,1
Tommy Robredo,0-30,.40000001,0,2
Tommy Robredo,0-40,1,0,3
Tommy Robredo,15-0,.29310346,1,0
Tommy Robredo,15-15,.26923078,1,1
Tommy Robredo,15-30,0,1,2
Tommy Robredo,30-0,.2682927,2,0
Tommy Robredo,30-15,.30000001,2,1
Tommy Robredo,30-30,.42105263,2,2
Tommy Robredo,30-40,.25,2,3
Tommy Robredo,40-0,.46666667,3,0
Tommy Robredo,40-15,.22857143,3,1
Tommy Robredo,40-30,.36842105,3,2
Tommy Robredo,40-40,.13636364,3,3
Tommy Robredo,40-50,0,3,4
Tommy Robredo,50-40,.31578946,4,3
Vasek Pospisil,0-0,.30701753,0,0
Vasek Pospisil,0-15,.25714287,0,1
Vasek Pospisil,0-30,.22222222,0,2
Vasek Pospisil,0-40,.5,0,3
Vasek Pospisil,15-0,.39240506,1,0
Vasek Pospisil,15-15,.24561404,1,1
Vasek Pospisil,15-30,.19047619,1,2
Vasek Pospisil,15-40,.40000001,1,3
Vasek Pospisil,30-0,.1875,2,0
Vasek Pospisil,30-15,.25,2,1
Vasek Pospisil,30-30,.36666667,2,2
Vasek Pospisil,30-40,.42857143,2,3
Vasek Pospisil,40-0,.33333334,3,0
Vasek Pospisil,40-15,.25,3,1
Vasek Pospisil,40-30,.15625,3,2
Vasek Pospisil,40-40,.22727273,3,3
Vasek Pospisil,40-50,.40000001,3,4
Vasek Pospisil,50-40,.35294119,4,3
Victor Estrella,0-0,.42500001,0,0
Victor Estrella,0-15,.41176471,0,1
Victor Estrella,0-30,.42857143,0,2
Victor Estrella,0-40,.66666669,0,3
Victor Estrella,15-0,.2173913,1,0
Victor Estrella,15-15,.13333334,1,1
Victor Estrella,15-30,.33333334,1,2
Victor Estrella,15-40,.66666669,1,3
Victor Estrella,30-0,0,2,0
Victor Estrella,30-15,.07692308,2,1
Victor Estrella,30-30,.2,2,2
Victor Estrella,30-40,.5,2,3
Victor Estrella,40-0,.22222222,3,0
Victor Estrella,40-15,.375,3,1
Victor Estrella,40-30,.40000001,3,2
Victor Estrella,40-40,.33333334,3,3
Victor Estrella,40-50,.33333334,3,4
Victor Estrella,50-40,.33333334,4,3
Victor Estrella Burgos,0-0,.21621622,0,0
Victor Estrella Burgos,0-15,.5,0,1
Victor Estrella Burgos,0-30,.5,0,2
Victor Estrella Burgos,0-40,.5,0,3
Victor Estrella Burgos,15-0,.37931034,1,0
Victor Estrella Burgos,15-15,.26666668,1,1
Victor Estrella Burgos,15-30,.16666667,1,2
Victor Estrella Burgos,15-40,0,1,3
Victor Estrella Burgos,30-0,.33333334,2,0
Victor Estrella Burgos,30-15,.23529412,2,1
Victor Estrella Burgos,30-30,.33333334,2,2
Victor Estrella Burgos,30-40,.40000001,2,3
Victor Estrella Burgos,40-0,.16666667,3,0
Victor Estrella Burgos,40-15,.26666668,3,1
Victor Estrella Burgos,40-30,.30000001,3,2
Victor Estrella Burgos,40-40,.25,3,3
Victor Estrella Burgos,40-50,.5,3,4
Victor Estrella Burgos,50-40,.16666667,4,3
Viktor Troicki,0-0,.30219781,0,0
Viktor Troicki,0-15,.32727271,0,1
Viktor Troicki,0-30,.27777779,0,2
Viktor Troicki,0-40,.40000001,0,3
Viktor Troicki,15-0,.37795275,1,0
Viktor Troicki,15-15,.25882354,1,1
Viktor Troicki,15-30,.2857143,1,2
Viktor Troicki,15-40,.15384616,1,3
Viktor Troicki,30-0,.37974682,2,0
Viktor Troicki,30-15,.33333334,2,1
Viktor Troicki,30-30,.30357143,2,2
Viktor Troicki,30-40,.2857143,2,3
Viktor Troicki,40-0,.32653061,3,0
Viktor Troicki,40-15,.32051283,3,1
Viktor Troicki,40-30,.375,3,2
Viktor Troicki,40-40,.33333334,3,3
Viktor Troicki,40-50,.26666668,3,4
Viktor Troicki,50-40,.40000001,4,3
Yen-Hsun Lu,0-0,.26506025,0,0
Yen-Hsun Lu,0-15,.31818181,0,1
Yen-Hsun Lu,0-30,0,0,2
Yen-Hsun Lu,15-0,.32786885,1,0
Yen-Hsun Lu,15-15,.2857143,1,1
Yen-Hsun Lu,15-30,.64705884,1,2
Yen-Hsun Lu,15-40,.18181819,1,3
Yen-Hsun Lu,30-0,.24390244,2,0
Yen-Hsun Lu,30-15,.40000001,2,1
Yen-Hsun Lu,30-30,.30000001,2,2
Yen-Hsun Lu,30-40,.46666667,2,3
Yen-Hsun Lu,40-0,.51612902,3,0
Yen-Hsun Lu,40-15,.45945945,3,1
Yen-Hsun Lu,40-30,.38709676,3,2
Yen-Hsun Lu,40-40,.34285715,3,3
Yen-Hsun Lu,40-50,.41666666,3,4
Yen-Hsun Lu,50-40,.34782609,4,3
Yoshihito Nishioka,0-0,.45454547,0,0
Yoshihito Nishioka,0-15,.5,0,1
Yoshihito Nishioka,0-30,.2,0,2
Yoshihito Nishioka,0-40,0,0,3
Yoshihito Nishioka,15-0,.16666667,1,0
Yoshihito Nishioka,15-15,.14285715,1,1
Yoshihito Nishioka,15-30,.60000002,1,2
Yoshihito Nishioka,15-40,0,1,3
Yoshihito Nishioka,30-0,.1,2,0
Yoshihito Nishioka,30-15,0,2,1
Yoshihito Nishioka,30-30,.5,2,2
Yoshihito Nishioka,30-40,0,2,3
Yoshihito Nishioka,40-0,.44444445,3,0
Yoshihito Nishioka,40-15,.090909094,3,1
Yoshihito Nishioka,40-30,0,3,2
Yoshihito Nishioka,40-40,0,3,3
Yoshihito Nishioka,50-40,0,4,3
Yuki Bhambri,0-0,.25,0,0
Yuki Bhambri,0-15,.5,0,1
Yuki Bhambri,0-30,0,0,2
Yuki Bhambri,15-0,.58333331,1,0
Yuki Bhambri,15-15,.11111111,1,1
Yuki Bhambri,15-30,.33333334,1,2
Yuki Bhambri,15-40,0,1,3
Yuki Bhambri,30-0,.2,2,0
Yuki Bhambri,30-15,.11111111,2,1
Yuki Bhambri,30-30,.66666669,2,2
Yuki Bhambri,30-40,.33333334,2,3
Yuki Bhambri,40-0,0,3,0
Yuki Bhambri,40-15,.125,3,1
Yuki Bhambri,40-30,.5,3,2
Yuki Bhambri,40-40,.33333334,3,3
Yuki Bhambri,40-50,1,3,4
Yuki Bhambri,50-40,0,4,3
Ze Zhang,0-0,0,0,0
Ze Zhang,15-0,.375,1,0
Ze Zhang,15-15,0,1,1
Ze Zhang,30-0,.40000001,2,0
Ze Zhang,30-15,.60000002,2,1
Ze Zhang,30-30,0,2,2
Ze Zhang,40-0,.33333334,3,0
Ze Zhang,40-15,0,3,1
Ze Zhang,40-30,0,3,2
