servername,gamescore,servePointProbability_top20,servePointFreq_top20,playerScore,opponentScore
Novak Djokovic,30-15,.720339,236,2,1
Novak Djokovic,30-30,.68000001,150,2,2
Novak Djokovic,30-40,.66666669,90,2,3
Novak Djokovic,40-0,.61728394,162,3,0
Novak Djokovic,40-15,.66379309,232,3,1
Novak Djokovic,40-30,.62777776,180,3,2
Novak Djokovic,40-40,.65486723,226,3,3
Novak Djokovic,40-50,.61538464,78,3,4
Novak Djokovic,50-40,.6554054,148,4,3
Pablo Andujar,0-0,.58904111,73,0,0
Pablo Andujar,0-15,.5,30,0,1
Pablo Andujar,0-30,.46666667,15,0,2
Pablo Andujar,0-40,.375,8,0,3
Pablo Andujar,100-101,.5,2,7,7
Pablo Andujar,100-102,1,1,7,7
Pablo Andujar,101-100,1,1,7,7
Pablo Andujar,101-101,0,1,7,7
Pablo Andujar,101-104,.5,2,7,7
Pablo Andujar,101-105,1,1,7,7
Pablo Andujar,102-100,1,1,7,7
Pablo Andujar,102-104,0,1,7,7
Pablo Andujar,103-102,1,1,7,7
Pablo Andujar,103-106,.5,2,7,8
Pablo Andujar,104-102,1,1,7,7
Pablo Andujar,104-106,1,1,7,8
Pablo Andujar,106-103,1,1,8,7
Pablo Andujar,107-106,1,1,8,8
Pablo Andujar,15-0,.51162791,43,1,0
Pablo Andujar,15-15,.6111111,36,1,1
Pablo Andujar,15-30,.71428573,21,1,2
Pablo Andujar,15-40,.44444445,9,1,3
Pablo Andujar,30-0,.63636363,22,2,0
Pablo Andujar,30-15,.69999999,30,2,1
Pablo Andujar,30-30,.54166669,24,2,2
Pablo Andujar,30-40,.40000001,15,2,3
Pablo Andujar,40-0,.64285713,14,3,0
Pablo Andujar,40-15,.69230771,26,3,1
Pablo Andujar,40-30,.61904764,21,3,2
Pablo Andujar,40-40,.65384614,26,3,3
Pablo Andujar,40-50,.66666669,9,3,4
Pablo Andujar,50-40,.64705884,17,4,3
Pablo Carreno-Busta,0-0,.57499999,40,0,0
Pablo Carreno-Busta,0-15,.58823532,17,0,1
Pablo Carreno-Busta,0-30,.71428573,7,0,2
Pablo Carreno-Busta,0-40,1,2,0,3
Pablo Carreno-Busta,15-0,.69565219,23,1,0
Pablo Carreno-Busta,15-15,.82352942,17,1,1
Pablo Carreno-Busta,15-30,.625,8,1,2
Pablo Carreno-Busta,15-40,.40000001,5,1,3
Pablo Carreno-Busta,30-0,.6875,16,2,0
Pablo Carreno-Busta,30-15,.63157892,19,2,1
Pablo Carreno-Busta,30-30,.66666669,12,2,2
Pablo Carreno-Busta,30-40,.66666669,6,2,3
Pablo Carreno-Busta,40-0,.63636363,11,3,0
Pablo Carreno-Busta,40-15,.875,16,3,1
Pablo Carreno-Busta,40-30,.40000001,10,3,2
Pablo Carreno-Busta,40-40,.54545456,22,3,3
Pablo Carreno-Busta,40-50,.80000001,10,3,4
Pablo Carreno-Busta,50-40,.66666669,12,4,3
Pablo Cuevas,0-0,.59340662,91,0,0
Pablo Cuevas,0-15,.72972971,37,0,1
Pablo Cuevas,0-30,.30000001,10,0,2
Pablo Cuevas,0-40,.71428573,7,0,3
Pablo Cuevas,100-101,.5,2,7,7
Pablo Cuevas,100-102,0,1,7,7
Pablo Cuevas,101-100,.5,2,7,7
Pablo Cuevas,101-101,0,2,7,7
Pablo Cuevas,101-104,1,2,7,7
Pablo Cuevas,102-100,0,1,7,7
Pablo Cuevas,102-103,1,1,7,7
Pablo Cuevas,102-104,1,2,7,7
Pablo Cuevas,103-103,1,1,7,7
Pablo Cuevas,103-106,0,1,7,8
Pablo Cuevas,104-101,1,1,7,7
Pablo Cuevas,104-105,1,1,7,7
Pablo Cuevas,105-101,0,1,7,7
Pablo Cuevas,105-104,.5,2,7,7
Pablo Cuevas,105-105,.5,2,7,7
Pablo Cuevas,106-104,0,1,8,7
Pablo Cuevas,107-106,0,2,8,8
Pablo Cuevas,107-107,.5,2,8,8
Pablo Cuevas,109-108,0,1,8,8
Pablo Cuevas,109-109,0,1,8,8
Pablo Cuevas,110-111,1,1,8,8
Pablo Cuevas,111-111,1,1,8,8
Pablo Cuevas,15-0,.68518519,54,1,0
Pablo Cuevas,15-15,.68181819,44,1,1
Pablo Cuevas,15-30,.58823532,17,1,2
Pablo Cuevas,15-40,.66666669,12,1,3
Pablo Cuevas,30-0,.78378379,37,2,0
Pablo Cuevas,30-15,.7631579,38,2,1
Pablo Cuevas,30-30,.7368421,19,2,2
Pablo Cuevas,30-40,.76923078,13,2,3
Pablo Cuevas,40-0,.75862068,29,3,0
Pablo Cuevas,40-15,.6388889,36,3,1
Pablo Cuevas,40-30,.5925926,27,3,2
Pablo Cuevas,40-40,.53333336,45,3,3
Pablo Cuevas,40-50,.61904764,21,3,4
Pablo Cuevas,50-40,.54166669,24,4,3
Paolo Lorenzi,0-0,.60000002,10,0,0
Paolo Lorenzi,0-15,.5,4,0,1
Paolo Lorenzi,0-30,0,2,0,2
Paolo Lorenzi,0-40,1,2,0,3
Paolo Lorenzi,15-0,.66666669,6,1,0
Paolo Lorenzi,15-15,.25,4,1,1
Paolo Lorenzi,15-30,.66666669,3,1,2
Paolo Lorenzi,15-40,0,3,1,3
Paolo Lorenzi,30-0,.5,4,2,0
Paolo Lorenzi,30-15,0,3,2,1
Paolo Lorenzi,30-30,.80000001,5,2,2
Paolo Lorenzi,30-40,0,1,2,3
Paolo Lorenzi,40-0,1,2,3,0
Paolo Lorenzi,40-30,1,4,3,2
Paul-Henri Mathieu,0-0,.60000002,15,0,0
Paul-Henri Mathieu,0-15,.66666669,6,0,1
Paul-Henri Mathieu,0-30,.5,2,0,2
Paul-Henri Mathieu,0-40,1,1,0,3
Paul-Henri Mathieu,15-0,1,9,1,0
Paul-Henri Mathieu,15-15,.25,4,1,1
Paul-Henri Mathieu,15-30,.75,4,1,2
Paul-Henri Mathieu,15-40,.5,2,1,3
Paul-Henri Mathieu,30-0,.55555558,9,2,0
Paul-Henri Mathieu,30-15,.40000001,5,2,1
Paul-Henri Mathieu,30-30,.66666669,6,2,2
Paul-Henri Mathieu,30-40,.33333334,3,2,3
Paul-Henri Mathieu,40-0,1,5,3,0
Paul-Henri Mathieu,40-15,.5,2,3,1
Paul-Henri Mathieu,40-30,.40000001,5,3,2
Paul-Henri Mathieu,40-40,.625,8,3,3
Paul-Henri Mathieu,40-50,.66666669,3,3,4
Paul-Henri Mathieu,50-40,.60000002,5,4,3
Philipp Kohlschreiber,0-0,.66183573,207,0,0
Philipp Kohlschreiber,0-15,.62857145,70,0,1
Philipp Kohlschreiber,0-30,.57692307,26,0,2
Philipp Kohlschreiber,0-40,.63636363,11,0,3
Philipp Kohlschreiber,100-100,.5,2,7,7
Philipp Kohlschreiber,100-101,.5,6,7,7
Philipp Kohlschreiber,100-102,1,3,7,7
Philipp Kohlschreiber,101-100,1,2,7,7
Philipp Kohlschreiber,101-101,1,3,7,7
Philipp Kohlschreiber,101-102,1,2,7,7
Philipp Kohlschreiber,101-104,1,1,7,7
Philipp Kohlschreiber,102-100,.5,2,7,7
Philipp Kohlschreiber,102-102,.5,2,7,7
Philipp Kohlschreiber,102-103,.66666669,3,7,7
Philipp Kohlschreiber,102-104,1,2,7,7
Philipp Kohlschreiber,103-102,1,4,7,7
Philipp Kohlschreiber,103-103,.5,2,7,7
Philipp Kohlschreiber,103-104,1,1,7,7
Philipp Kohlschreiber,103-106,1,2,7,8
Philipp Kohlschreiber,104-102,.75,4,7,7
Philipp Kohlschreiber,104-103,1,1,7,7
Philipp Kohlschreiber,104-104,0,1,7,7
Philipp Kohlschreiber,104-105,1,2,7,7
Philipp Kohlschreiber,104-106,1,2,7,8
Philipp Kohlschreiber,105-103,1,1,7,7
Philipp Kohlschreiber,105-104,0,3,7,7
Philipp Kohlschreiber,105-105,.40000001,5,7,7
Philipp Kohlschreiber,106-103,0,1,8,7
Philipp Kohlschreiber,106-104,0,1,8,7
Philipp Kohlschreiber,106-107,1,1,8,8
Philipp Kohlschreiber,107-106,1,2,8,8
Philipp Kohlschreiber,107-107,1,1,8,8
Philipp Kohlschreiber,108-109,0,1,8,8
Philipp Kohlschreiber,15-0,.62043798,137,1,0
Philipp Kohlschreiber,15-15,.70833331,96,1,1
Philipp Kohlschreiber,15-30,.60465115,43,1,2
Philipp Kohlschreiber,15-40,.45833334,24,1,3
Philipp Kohlschreiber,30-0,.70588237,85,2,0
Philipp Kohlschreiber,30-15,.68817204,93,2,1
Philipp Kohlschreiber,30-30,.69090909,55,2,2
Philipp Kohlschreiber,30-40,.71428573,28,2,3
Philipp Kohlschreiber,40-0,.73333335,60,3,0
Philipp Kohlschreiber,40-15,.78750002,80,3,1
Philipp Kohlschreiber,40-30,.63636363,55,3,2
Philipp Kohlschreiber,40-40,.62121212,66,3,3
Philipp Kohlschreiber,40-50,.47999999,25,3,4
Philipp Kohlschreiber,50-40,.65853661,41,4,3
Pierre-Hugues Herbert,0-0,.70731705,41,0,0
Pierre-Hugues Herbert,0-15,.75,12,0,1
Pierre-Hugues Herbert,0-30,.33333334,3,0,2
Pierre-Hugues Herbert,0-40,1,2,0,3
Pierre-Hugues Herbert,100-101,.5,2,7,7
Pierre-Hugues Herbert,100-102,1,1,7,7
Pierre-Hugues Herbert,101-101,1,1,7,7
Pierre-Hugues Herbert,101-104,1,1,7,7
Pierre-Hugues Herbert,102-103,0,1,7,7
Pierre-Hugues Herbert,102-104,1,2,7,7
Pierre-Hugues Herbert,103-106,0,1,7,8
Pierre-Hugues Herbert,105-104,0,1,7,7
Pierre-Hugues Herbert,105-105,1,1,7,7
Pierre-Hugues Herbert,15-0,.68965518,29,1,0
Pierre-Hugues Herbert,15-15,.66666669,18,1,1
Pierre-Hugues Herbert,15-30,.42857143,7,1,2
Pierre-Hugues Herbert,15-40,.83333331,6,1,3
Pierre-Hugues Herbert,30-0,.75,20,2,0
Pierre-Hugues Herbert,30-15,.7647059,17,2,1
Pierre-Hugues Herbert,30-30,.5714286,7,2,2
Pierre-Hugues Herbert,30-40,1,8,2,3
Pierre-Hugues Herbert,40-0,.73333335,15,3,0
Pierre-Hugues Herbert,40-15,.64705884,17,3,1
Pierre-Hugues Herbert,40-30,.69999999,10,3,2
Pierre-Hugues Herbert,40-40,.84210527,19,3,3
Pierre-Hugues Herbert,40-50,.33333334,3,3,4
Pierre-Hugues Herbert,50-40,.5625,16,4,3
Quentin Halys,0-0,.53333336,15,0,0
Quentin Halys,0-15,.42857143,7,0,1
Quentin Halys,0-30,.5,4,0,2
Quentin Halys,0-40,.5,2,0,3
Quentin Halys,15-0,.625,8,1,0
Quentin Halys,15-15,.66666669,6,1,1
Quentin Halys,15-30,.5,4,1,2
Quentin Halys,15-40,0,3,1,3
Quentin Halys,30-0,1,5,2,0
Quentin Halys,30-15,.5,4,2,1
Quentin Halys,30-30,.5,4,2,2
Quentin Halys,30-40,1,2,2,3
Quentin Halys,40-0,.80000001,5,3,0
Quentin Halys,40-15,.66666669,3,3,1
Quentin Halys,40-30,1,3,3,2
Quentin Halys,40-40,1,2,3,3
Quentin Halys,50-40,1,2,4,3
Radek Stepanek,0-0,.56,50,0,0
Radek Stepanek,0-15,.59090906,22,0,1
Radek Stepanek,0-30,.77777779,9,0,2
Radek Stepanek,0-40,.5,2,0,3
Radek Stepanek,100-100,1,2,7,7
Radek Stepanek,100-101,1,1,7,7
Radek Stepanek,101-101,1,1,7,7
Radek Stepanek,101-102,1,2,7,7
Radek Stepanek,102-102,.5,2,7,7
Radek Stepanek,102-103,1,1,7,7
Radek Stepanek,102-105,1,1,7,7
Radek Stepanek,103-103,1,1,7,7
Radek Stepanek,103-104,1,1,7,7
Radek Stepanek,103-105,0,1,7,7
Radek Stepanek,104-104,1,1,7,7
Radek Stepanek,104-105,1,1,7,7
Radek Stepanek,105-105,0,1,7,7
Radek Stepanek,105-106,1,1,7,8
Radek Stepanek,106-106,1,1,8,8
Radek Stepanek,107-106,0,1,8,8
Radek Stepanek,107-107,0,1,8,8
Radek Stepanek,108-107,1,1,8,8
Radek Stepanek,15-0,.60714287,28,1,0
Radek Stepanek,15-15,.66666669,24,1,1
Radek Stepanek,15-30,.73333335,15,1,2
Radek Stepanek,15-40,.60000002,5,1,3
Radek Stepanek,30-0,.58823532,17,2,0
Radek Stepanek,30-15,.65217394,23,2,1
Radek Stepanek,30-30,.52631581,19,2,2
Radek Stepanek,30-40,.58333331,12,2,3
Radek Stepanek,40-0,.80000001,10,3,0
Radek Stepanek,40-15,.52941179,17,3,1
Radek Stepanek,40-30,.6111111,18,3,2
Radek Stepanek,40-40,.60714287,28,3,3
Radek Stepanek,40-50,.54545456,11,3,4
Radek Stepanek,50-40,.52941179,17,4,3
Rafael Nadal,0-0,.61464965,314,0,0
Rafael Nadal,0-15,.65289259,121,0,1
Rafael Nadal,0-30,.61904764,42,0,2
Rafael Nadal,0-40,.75,16,0,3
Rafael Nadal,100-100,.66666669,3,7,7
Rafael Nadal,100-101,.33333334,6,7,7
Rafael Nadal,100-102,.75,4,7,7
Rafael Nadal,100-103,1,1,7,7
Rafael Nadal,101-100,.66666669,3,7,7
Rafael Nadal,101-101,1,3,7,7
Rafael Nadal,101-103,1,1,7,7
Rafael Nadal,101-104,.66666669,3,7,7
Rafael Nadal,101-105,1,1,7,7
Rafael Nadal,102-100,0,2,7,7
Rafael Nadal,102-101,.5,2,7,7
Rafael Nadal,102-102,1,1,7,7
Rafael Nadal,102-103,1,3,7,7
Rafael Nadal,102-104,0,2,7,7
Rafael Nadal,102-105,0,1,7,7
Rafael Nadal,102-106,1,1,7,8
Rafael Nadal,103-101,1,1,7,7
Rafael Nadal,103-102,1,3,7,7
Rafael Nadal,103-103,.33333334,3,7,7
Rafael Nadal,104-102,.66666669,3,7,7
Rafael Nadal,104-103,0,2,7,7
Rafael Nadal,104-104,.5,2,7,7
Rafael Nadal,104-105,.40000001,5,7,7
Rafael Nadal,104-106,1,3,7,8
Rafael Nadal,105-104,0,1,7,7
Rafael Nadal,105-105,1,3,7,7
Rafael Nadal,105-106,1,2,7,8
Rafael Nadal,106-103,.5,2,8,7
Rafael Nadal,106-104,0,1,8,7
Rafael Nadal,106-106,1,2,8,8
Rafael Nadal,106-107,.80000001,5,8,8
Rafael Nadal,107-106,1,1,8,8
Rafael Nadal,107-107,.75,4,8,8
Rafael Nadal,108-107,1,1,8,8
Rafael Nadal,108-109,.5,2,8,8
Rafael Nadal,109-109,1,1,8,8
Rafael Nadal,110-111,0,1,8,8
Rafael Nadal,15-0,.67875648,193,1,0
Rafael Nadal,15-15,.66666669,141,1,1
Rafael Nadal,15-30,.71232879,73,1,2
Rafael Nadal,15-40,.63636363,33,1,3
Rafael Nadal,30-0,.61832058,131,2,0
Rafael Nadal,30-15,.68055558,144,2,1
Rafael Nadal,30-30,.63265306,98,2,2
Rafael Nadal,30-40,.59649122,57,2,3
Rafael Nadal,40-0,.66666669,81,3,0
Rafael Nadal,40-15,.72799999,125,3,1
Rafael Nadal,40-30,.73958331,96,3,2
Rafael Nadal,40-40,.56756759,111,3,3
Rafael Nadal,40-50,.625,48,3,4
Rafael Nadal,50-40,.65079367,63,4,3
Rajeev Ram,0-0,.75,16,0,0
Rajeev Ram,0-15,.5,4,0,1
Rajeev Ram,0-30,.5,2,0,2
Rajeev Ram,0-40,1,1,0,3
Rajeev Ram,100-101,.5,2,7,7
Rajeev Ram,100-102,1,1,7,7
Rajeev Ram,101-101,1,1,7,7
Rajeev Ram,102-103,0,1,7,7
Rajeev Ram,102-104,1,1,7,7
Rajeev Ram,103-102,1,1,7,7
Rajeev Ram,104-102,0,1,7,7
Rajeev Ram,104-105,1,2,7,7
Rajeev Ram,105-105,.5,2,7,7
Rajeev Ram,106-107,1,1,8,8
Rajeev Ram,107-107,1,1,8,8
Rajeev Ram,109-108,1,1,8,8
Rajeev Ram,15-0,.91666669,12,1,0
Rajeev Ram,15-15,1,3,1,1
Rajeev Ram,15-30,1,1,1,2
Rajeev Ram,15-40,1,1,1,3
Rajeev Ram,30-0,.63636363,11,2,0
Rajeev Ram,30-15,.85714287,7,2,1
Rajeev Ram,30-30,0,2,2,2
Rajeev Ram,30-40,.33333334,3,2,3
Rajeev Ram,40-0,1,7,3,0
Rajeev Ram,40-15,.5,6,3,1
Rajeev Ram,40-30,1,3,3,2
Rajeev Ram,40-40,1,1,3,3
Rajeev Ram,50-40,1,1,4,3
Ricardas Berankis,0-0,.68539327,89,0,0
Ricardas Berankis,0-15,.6785714,28,0,1
Ricardas Berankis,0-30,.55555558,9,0,2
Ricardas Berankis,0-40,.5,4,0,3
Ricardas Berankis,100-101,.5,2,7,7
Ricardas Berankis,100-102,0,1,7,7
Ricardas Berankis,100-105,0,1,7,7
Ricardas Berankis,100-106,1,1,7,8
Ricardas Berankis,101-100,1,1,7,7
Ricardas Berankis,101-101,1,1,7,7
Ricardas Berankis,102-100,0,1,7,7
Ricardas Berankis,102-103,.5,2,7,7
Ricardas Berankis,102-104,1,1,7,7
Ricardas Berankis,103-103,1,1,7,7
Ricardas Berankis,103-106,1,1,7,8
Ricardas Berankis,104-105,1,1,7,7
Ricardas Berankis,104-106,1,1,7,8
Ricardas Berankis,105-105,1,1,7,7
Ricardas Berankis,107-106,1,1,8,8
Ricardas Berankis,15-0,.70491803,61,1,0
Ricardas Berankis,15-15,.5945946,37,1,1
Ricardas Berankis,15-30,.55000001,20,1,2
Ricardas Berankis,15-40,.81818181,11,1,3
Ricardas Berankis,30-0,.69767439,43,2,0
Ricardas Berankis,30-15,.74285716,35,2,1
Ricardas Berankis,30-30,.44999999,20,2,2
Ricardas Berankis,30-40,.75,20,2,3
Ricardas Berankis,40-0,.76666665,30,3,0
Ricardas Berankis,40-15,.75757575,33,3,1
Ricardas Berankis,40-30,.58823532,17,3,2
Ricardas Berankis,40-40,.625,40,3,3
Ricardas Berankis,40-50,.73333335,15,3,4
Ricardas Berankis,50-40,.72000003,25,4,3
Richard Berankis,0-0,.5,14,0,0
Richard Berankis,0-15,.5714286,7,0,1
Richard Berankis,0-30,1,3,0,2
Richard Berankis,100-101,1,1,7,7
Richard Berankis,101-101,0,1,7,7
Richard Berankis,101-104,0,1,7,7
Richard Berankis,101-105,1,1,7,7
Richard Berankis,103-106,0,1,7,8
Richard Berankis,15-0,.42857143,7,1,0
Richard Berankis,15-15,.5,8,1,1
Richard Berankis,15-30,.5714286,7,1,2
Richard Berankis,15-40,.33333334,3,1,3
Richard Berankis,30-0,.33333334,3,2,0
Richard Berankis,30-15,.83333331,6,2,1
Richard Berankis,30-30,.60000002,5,2,2
Richard Berankis,30-40,.33333334,3,2,3
Richard Berankis,40-0,0,1,3,0
Richard Berankis,40-15,.33333334,6,3,1
Richard Berankis,40-30,.71428573,7,3,2
Richard Berankis,40-40,.80000001,5,3,3
Richard Berankis,40-50,1,1,3,4
Richard Berankis,50-40,.75,4,4,3
Richard Gasquet,0-0,.59398496,266,0,0
Richard Gasquet,0-15,.7037037,108,0,1
Richard Gasquet,0-30,.40625,32,0,2
Richard Gasquet,0-40,.68421054,19,0,3
Richard Gasquet,100-100,.60000002,5,7,7
Richard Gasquet,100-101,.60000002,5,7,7
Richard Gasquet,100-102,.5,2,7,7
Richard Gasquet,100-103,1,1,7,7
Richard Gasquet,100-105,1,1,7,7
Richard Gasquet,101-101,.33333334,3,7,7
Richard Gasquet,101-102,1,1,7,7
Richard Gasquet,101-103,1,1,7,7
Richard Gasquet,101-104,1,1,7,7
Richard Gasquet,101-105,0,1,7,7
Richard Gasquet,102-101,1,1,7,7
Richard Gasquet,102-102,0,1,7,7
Richard Gasquet,102-103,.33333334,3,7,7
Richard Gasquet,102-104,.66666669,3,7,7
Richard Gasquet,102-105,1,1,7,7
Richard Gasquet,103-100,.5,2,7,7
Richard Gasquet,103-101,1,2,7,7
Richard Gasquet,103-103,1,1,7,7
Richard Gasquet,103-104,1,1,7,7
Richard Gasquet,103-105,0,1,7,7
Richard Gasquet,103-106,0,1,7,8
Richard Gasquet,104-100,1,1,7,7
Richard Gasquet,104-103,0,1,7,7
Richard Gasquet,104-104,.5,2,7,7
Richard Gasquet,105-102,1,1,7,7
Richard Gasquet,105-104,.5,2,7,7
Richard Gasquet,105-105,1,1,7,7
Richard Gasquet,105-106,1,1,7,8
Richard Gasquet,106-101,1,1,8,7
Richard Gasquet,106-102,0,1,8,7
Richard Gasquet,106-104,0,1,8,7
Richard Gasquet,106-105,1,1,8,7
Richard Gasquet,106-106,1,1,8,8
Richard Gasquet,106-107,1,2,8,8
Richard Gasquet,107-107,0,2,8,8
Richard Gasquet,15-0,.60126585,158,1,0
Richard Gasquet,15-15,.66906476,139,1,1
Richard Gasquet,15-30,.62711865,59,1,2
Richard Gasquet,15-40,.71428573,35,1,3
Richard Gasquet,30-0,.7157895,95,2,0
Richard Gasquet,30-15,.61666667,120,2,1
Richard Gasquet,30-30,.6987952,83,2,2
Richard Gasquet,30-40,.54000002,50,2,3
Richard Gasquet,40-0,.75,68,3,0
Richard Gasquet,40-15,.71428573,91,3,1
Richard Gasquet,40-30,.64285713,84,3,2
Richard Gasquet,40-40,.63333333,120,3,3
Richard Gasquet,40-50,.72727275,44,3,4
Richard Gasquet,50-40,.59210527,76,4,3
Roberto Bautista Agut,0-0,.61290324,31,0,0
Roberto Bautista Agut,0-15,.75,12,0,1
Roberto Bautista Agut,0-30,1,3,0,2
Roberto Bautista Agut,100-100,1,1,7,7
Roberto Bautista Agut,100-101,1,1,7,7
Roberto Bautista Agut,101-101,1,1,7,7
Roberto Bautista Agut,101-102,1,1,7,7
Roberto Bautista Agut,102-102,0,1,7,7
Roberto Bautista Agut,102-103,1,1,7,7
Roberto Bautista Agut,103-103,1,1,7,7
Roberto Bautista Agut,103-104,0,1,7,7
Roberto Bautista Agut,103-105,1,1,7,7
Roberto Bautista Agut,104-105,1,1,7,7
Roberto Bautista Agut,105-105,1,1,7,7
Roberto Bautista Agut,105-106,0,1,7,8
Roberto Bautista Agut,107-106,0,1,8,8
Roberto Bautista Agut,107-107,0,1,8,8
Roberto Bautista Agut,15-0,.52631581,19,1,0
Roberto Bautista Agut,15-15,.6111111,18,1,1
Roberto Bautista Agut,15-30,.80000001,10,1,2
Roberto Bautista Agut,15-40,.5,2,1,3
Roberto Bautista Agut,30-0,.80000001,10,2,0
Roberto Bautista Agut,30-15,.61538464,13,2,1
Roberto Bautista Agut,30-30,.38461539,13,2,2
Roberto Bautista Agut,30-40,.22222222,9,2,3
Roberto Bautista Agut,40-0,.375,8,3,0
Roberto Bautista Agut,40-15,.84615386,13,3,1
Roberto Bautista Agut,40-30,.85714287,7,3,2
Roberto Bautista Agut,40-40,.75,4,3,3
Roberto Bautista Agut,40-50,1,1,3,4
Roberto Bautista Agut,50-40,1,3,4,3
Roberto Bautista-Agut,0-0,.66666669,201,0,0
Roberto Bautista-Agut,0-15,.52238804,67,0,1
Roberto Bautista-Agut,0-30,.75,32,0,2
Roberto Bautista-Agut,0-40,.375,8,0,3
Roberto Bautista-Agut,100-100,1,3,7,7
Roberto Bautista-Agut,100-101,.75,4,7,7
Roberto Bautista-Agut,100-102,1,1,7,7
Roberto Bautista-Agut,101-101,1,3,7,7
Roberto Bautista-Agut,101-102,1,1,7,7
Roberto Bautista-Agut,101-104,1,1,7,7
Roberto Bautista-Agut,102-101,0,2,7,7
Roberto Bautista-Agut,102-102,1,3,7,7
Roberto Bautista-Agut,102-103,0,1,7,7
Roberto Bautista-Agut,102-104,.5,2,7,7
Roberto Bautista-Agut,103-102,1,1,7,7
Roberto Bautista-Agut,103-104,1,1,7,7
Roberto Bautista-Agut,104-101,1,1,7,7
Roberto Bautista-Agut,104-102,1,1,7,7
Roberto Bautista-Agut,104-103,0,2,7,7
Roberto Bautista-Agut,104-104,.66666669,3,7,7
Roberto Bautista-Agut,104-105,1,1,7,7
Roberto Bautista-Agut,105-101,0,1,7,7
Roberto Bautista-Agut,105-104,0,1,7,7
Roberto Bautista-Agut,105-105,.5,2,7,7
Roberto Bautista-Agut,105-106,.66666669,3,7,8
Roberto Bautista-Agut,106-103,1,1,8,7
Roberto Bautista-Agut,106-106,.5,2,8,8
Roberto Bautista-Agut,106-107,1,1,8,8
Roberto Bautista-Agut,107-107,1,1,8,8
Roberto Bautista-Agut,15-0,.61194032,134,1,0
Roberto Bautista-Agut,15-15,.57471263,87,1,1
Roberto Bautista-Agut,15-30,.57377046,61,1,2
Roberto Bautista-Agut,15-40,.41379312,29,1,3
Roberto Bautista-Agut,30-0,.57317072,82,2,0
Roberto Bautista-Agut,30-15,.65882355,85,2,1
Roberto Bautista-Agut,30-30,.5625,64,2,2
Roberto Bautista-Agut,30-40,.72500002,40,2,3
Roberto Bautista-Agut,40-0,.74468082,47,3,0
Roberto Bautista-Agut,40-15,.69117647,68,3,1
Roberto Bautista-Agut,40-30,.68421054,57,3,2
Roberto Bautista-Agut,40-40,.60869563,92,3,3
Roberto Bautista-Agut,40-50,.75,36,3,4
Roberto Bautista-Agut,50-40,.6785714,56,4,3
Robin Haase,0-0,.60784316,102,0,0
Robin Haase,0-15,.57499999,40,0,1
Robin Haase,0-30,.70588237,17,0,2
Robin Haase,0-40,.40000001,5,0,3
Robin Haase,100-101,1,1,7,7
Robin Haase,101-100,1,2,7,7
Robin Haase,101-101,1,1,7,7
Robin Haase,102-100,1,2,7,7
Robin Haase,102-103,1,1,7,7
Robin Haase,103-103,0,1,7,7
Robin Haase,103-106,1,1,7,8
Robin Haase,104-101,0,2,7,7
Robin Haase,104-102,1,2,7,7
Robin Haase,104-106,1,1,7,8
Robin Haase,105-104,1,2,7,7
Robin Haase,106-104,1,2,8,7
Robin Haase,15-0,.69354838,62,1,0
Robin Haase,15-15,.66666669,42,1,1
Robin Haase,15-30,.80769229,26,1,2
Robin Haase,15-40,.42857143,7,1,3
Robin Haase,30-0,.69767439,43,2,0
Robin Haase,30-15,.70731705,41,2,1
Robin Haase,30-30,.63636363,33,2,2
Robin Haase,30-40,.46666667,15,2,3
Robin Haase,40-0,.69999999,30,3,0
Robin Haase,40-15,.65789473,38,3,1
Robin Haase,40-30,.52941179,34,3,2
Robin Haase,40-40,.75,32,3,3
Robin Haase,40-50,.25,8,3,4
Robin Haase,50-40,.70833331,24,4,3
Roger Federer,0-0,.71883291,377,0,0
Roger Federer,0-15,.61320752,106,0,1
Roger Federer,0-30,.73170733,41,0,2
Roger Federer,0-40,.81818181,11,0,3
Roger Federer,100-100,.40000001,5,7,7
Roger Federer,100-101,1,4,7,7
Roger Federer,100-103,1,1,7,7
Roger Federer,101-100,1,2,7,7
Roger Federer,101-101,.5,4,7,7
Roger Federer,101-102,1,2,7,7
Roger Federer,101-103,0,1,7,7
Roger Federer,101-104,1,2,7,7
Roger Federer,101-106,0,1,7,8
Roger Federer,102-100,0,2,7,7
Roger Federer,102-101,1,1,7,7
Roger Federer,102-102,1,2,7,7
Roger Federer,102-103,0,1,7,7
Roger Federer,102-104,.33333334,3,7,7
Roger Federer,103-100,1,1,7,7
Roger Federer,103-101,0,1,7,7
Roger Federer,103-102,.5,2,7,7
Roger Federer,103-103,1,1,7,7
Roger Federer,103-106,.5,2,7,8
Roger Federer,104-100,1,1,7,7
Roger Federer,104-101,1,1,7,7
Roger Federer,104-102,0,1,7,7
Roger Federer,104-103,1,3,7,7
Roger Federer,104-105,1,1,7,7
Roger Federer,104-106,1,1,7,8
Roger Federer,105-101,1,1,7,7
Roger Federer,105-103,.33333334,3,7,7
Roger Federer,105-104,0,1,7,7
Roger Federer,105-105,.5,2,7,7
Roger Federer,105-106,.5,2,7,8
Roger Federer,106-105,0,1,8,7
Roger Federer,106-106,.5,2,8,8
Roger Federer,107-106,1,1,8,8
Roger Federer,107-108,1,1,8,8
Roger Federer,108-108,1,1,8,8
