returnerid,returnername,gamescore,topn,ones,returnerProbability,returnerFrequency
56,Carlos Salamanca,40-15,100,1,.75,4
56,Carlos Salamanca,40-30,100,1,.5,2
56,Carlos Salamanca,40-40,100,1,1,3
56,Carlos Salamanca,50-40,100,1,1,3
60,Marcos Giron,0-0,100,1,.5625,16
60,Marcos Giron,0-15,100,1,.42857143,7
60,Marcos Giron,0-30,100,1,.75,4
60,Marcos Giron,0-40,100,1,1,1
60,Marcos Giron,15-0,100,1,.55555558,9
60,Marcos Giron,15-15,100,1,.85714287,7
60,Marcos Giron,15-30,100,1,.5,4
60,Marcos Giron,15-40,100,1,.66666669,3
60,Marcos Giron,30-0,100,1,.60000002,5
60,Marcos Giron,30-15,100,1,.5,8
60,Marcos Giron,30-30,100,1,.66666669,6
60,Marcos Giron,30-40,100,1,.75,4
60,Marcos Giron,40-0,100,1,.66666669,3
60,Marcos Giron,40-15,100,1,.80000001,5
60,Marcos Giron,40-30,100,1,.80000001,5
60,Marcos Giron,40-40,100,1,.5,4
60,Marcos Giron,40-50,100,1,1,2
60,Marcos Giron,50-40,100,1,1,4
61,Guilherme Clezar,0-0,100,1,.60416669,48
61,Guilherme Clezar,0-15,100,1,.63157892,19
61,Guilherme Clezar,0-30,100,1,.71428573,7
61,Guilherme Clezar,0-40,100,1,1,2
61,Guilherme Clezar,15-0,100,1,.7241379,29
61,Guilherme Clezar,15-15,100,1,.5,20
61,Guilherme Clezar,15-30,100,1,.60000002,15
61,Guilherme Clezar,15-40,100,1,.625,8
61,Guilherme Clezar,30-0,100,1,.5714286,21
61,Guilherme Clezar,30-15,100,1,.84210527,19
61,Guilherme Clezar,30-30,100,1,.83333331,12
61,Guilherme Clezar,30-40,100,1,.85714287,7
61,Guilherme Clezar,40-0,100,1,.5,12
61,Guilherme Clezar,40-15,100,1,.63636363,22
61,Guilherme Clezar,40-30,100,1,.3888889,18
61,Guilherme Clezar,40-40,100,1,.7647059,17
61,Guilherme Clezar,40-50,100,1,.33333334,6
61,Guilherme Clezar,50-40,100,1,.78571427,14
63,Guillermo Garcia Lopez,0-0,100,1,.82608694,23
63,Guillermo Garcia Lopez,0-15,100,1,.5,4
63,Guillermo Garcia Lopez,0-30,100,1,1,2
63,Guillermo Garcia Lopez,15-0,100,1,.52631581,19
63,Guillermo Garcia Lopez,15-15,100,1,.27272728,11
63,Guillermo Garcia Lopez,15-30,100,1,.5,10
63,Guillermo Garcia Lopez,15-40,100,1,.80000001,5
63,Guillermo Garcia Lopez,30-0,100,1,.60000002,10
63,Guillermo Garcia Lopez,30-15,100,1,.71428573,7
63,Guillermo Garcia Lopez,30-30,100,1,.85714287,7
63,Guillermo Garcia Lopez,30-40,100,1,.60000002,5
63,Guillermo Garcia Lopez,40-0,100,1,.83333331,6
63,Guillermo Garcia Lopez,40-15,100,1,.5,6
63,Guillermo Garcia Lopez,40-30,100,1,.33333334,9
63,Guillermo Garcia Lopez,40-40,100,1,.55555558,9
63,Guillermo Garcia Lopez,40-50,100,1,.5,6
63,Guillermo Garcia Lopez,50-40,100,1,.42857143,7
64,Facundo Arguello,0-0,100,1,.67500001,80
64,Facundo Arguello,0-15,100,1,.65384614,26
64,Facundo Arguello,0-30,100,1,.33333334,9
64,Facundo Arguello,0-40,100,1,.5,6
64,Facundo Arguello,15-0,100,1,.75925928,54
64,Facundo Arguello,15-15,100,1,.66666669,30
64,Facundo Arguello,15-30,100,1,.76923078,13
64,Facundo Arguello,15-40,100,1,.5,6
64,Facundo Arguello,30-0,100,1,.70731705,41
64,Facundo Arguello,30-15,100,1,.625,32
64,Facundo Arguello,30-30,100,1,.59090906,22
64,Facundo Arguello,30-40,100,1,.75,12
64,Facundo Arguello,40-0,100,1,.65517241,29
64,Facundo Arguello,40-15,100,1,.66666669,30
64,Facundo Arguello,40-30,100,1,.56521738,23
64,Facundo Arguello,40-40,100,1,.7368421,19
64,Facundo Arguello,40-50,100,1,.625,8
64,Facundo Arguello,50-40,100,1,.5,16
67,Matt Reid,0-0,100,1,.76923078,13
67,Matt Reid,0-15,100,1,1,3
67,Matt Reid,15-0,100,1,.5,10
67,Matt Reid,15-15,100,1,.875,8
67,Matt Reid,15-30,100,1,1,1
67,Matt Reid,30-0,100,1,.60000002,5
67,Matt Reid,30-15,100,1,.77777779,9
67,Matt Reid,30-30,100,1,.33333334,3
67,Matt Reid,30-40,100,1,1,2
67,Matt Reid,40-0,100,1,.33333334,3
67,Matt Reid,40-15,100,1,.77777779,9
67,Matt Reid,40-30,100,1,1,3
67,Matt Reid,40-40,100,1,1,2
67,Matt Reid,50-40,100,1,1,2
68,Alexander Zverev,0-0,100,1,.60635698,409
68,Alexander Zverev,0-15,100,1,.67080748,161
68,Alexander Zverev,0-30,100,1,.52830189,53
68,Alexander Zverev,0-40,100,1,.40000001,25
68,Alexander Zverev,15-0,100,1,.66935486,248
68,Alexander Zverev,15-15,100,1,.63684213,190
68,Alexander Zverev,15-30,100,1,.6082474,97
68,Alexander Zverev,15-40,100,1,.64583331,48
68,Alexander Zverev,30-0,100,1,.6987952,166
68,Alexander Zverev,30-15,100,1,.59649122,171
68,Alexander Zverev,30-30,100,1,.5859375,128
68,Alexander Zverev,30-40,100,1,.54761904,84
68,Alexander Zverev,40-0,100,1,.79310346,116
68,Alexander Zverev,40-15,100,1,.67460316,126
68,Alexander Zverev,40-30,100,1,.62068963,116
68,Alexander Zverev,40-40,100,1,.56666666,90
68,Alexander Zverev,40-50,100,1,.627451,51
68,Alexander Zverev,50-40,100,1,.65671641,67
71,Dimitar Kutrovsky,0-0,100,1,.77777779,9
71,Dimitar Kutrovsky,0-15,100,1,.5,2
71,Dimitar Kutrovsky,0-30,100,1,1,1
71,Dimitar Kutrovsky,15-0,100,1,.71428573,7
71,Dimitar Kutrovsky,15-15,100,1,.66666669,3
71,Dimitar Kutrovsky,15-30,100,1,.5,2
71,Dimitar Kutrovsky,15-40,100,1,1,1
71,Dimitar Kutrovsky,30-0,100,1,.40000001,5
71,Dimitar Kutrovsky,30-15,100,1,.60000002,5
71,Dimitar Kutrovsky,30-30,100,1,.33333334,3
71,Dimitar Kutrovsky,30-40,100,1,.33333334,3
71,Dimitar Kutrovsky,40-0,100,1,.5,2
71,Dimitar Kutrovsky,40-15,100,1,1,4
71,Dimitar Kutrovsky,40-30,100,1,1,1
71,Dimitar Kutrovsky,40-40,100,1,0,1
71,Dimitar Kutrovsky,40-50,100,1,1,1
71,Dimitar Kutrovsky,50-40,100,1,1,1
72,Andreas Vinciguerra,0-0,100,1,.90909094,11
72,Andreas Vinciguerra,0-15,100,1,1,1
72,Andreas Vinciguerra,15-0,100,1,.69999999,10
72,Andreas Vinciguerra,15-15,100,1,1,4
72,Andreas Vinciguerra,30-0,100,1,.85714287,7
72,Andreas Vinciguerra,30-15,100,1,.60000002,5
72,Andreas Vinciguerra,30-30,100,1,1,2
72,Andreas Vinciguerra,40-0,100,1,.83333331,6
72,Andreas Vinciguerra,40-15,100,1,.75,4
72,Andreas Vinciguerra,40-30,100,1,.66666669,3
72,Andreas Vinciguerra,40-40,100,1,1,1
72,Andreas Vinciguerra,50-40,100,1,1,1
73,Lamine Ouahab,0-0,100,1,.875,8
73,Lamine Ouahab,0-15,100,1,1,1
73,Lamine Ouahab,15-0,100,1,.71428573,7
73,Lamine Ouahab,15-15,100,1,.33333334,3
73,Lamine Ouahab,15-30,100,1,.5,2
73,Lamine Ouahab,15-40,100,1,0,1
73,Lamine Ouahab,30-0,100,1,.40000001,5
73,Lamine Ouahab,30-15,100,1,.5,4
73,Lamine Ouahab,30-30,100,1,.66666669,3
73,Lamine Ouahab,30-40,100,1,0,1
73,Lamine Ouahab,40-0,100,1,1,2
73,Lamine Ouahab,40-15,100,1,1,2
73,Lamine Ouahab,40-30,100,1,.5,2
73,Lamine Ouahab,40-40,100,1,1,1
73,Lamine Ouahab,50-40,100,1,1,1
74,Victor Estrella,0-0,100,1,.6878981,157
74,Victor Estrella,0-15,100,1,.67346936,49
74,Victor Estrella,0-30,100,1,.6875,16
74,Victor Estrella,0-40,100,1,.2,5
74,Victor Estrella,15-0,100,1,.6574074,108
74,Victor Estrella,15-15,100,1,.78571427,70
74,Victor Estrella,15-30,100,1,.65384614,26
74,Victor Estrella,15-40,100,1,.69999999,10
74,Victor Estrella,30-0,100,1,.71830988,71
74,Victor Estrella,30-15,100,1,.60000002,75
74,Victor Estrella,30-30,100,1,.78723407,47
74,Victor Estrella,30-40,100,1,.70588237,17
74,Victor Estrella,40-0,100,1,.70588237,51
74,Victor Estrella,40-15,100,1,.66666669,60
74,Victor Estrella,40-30,100,1,.66666669,57
74,Victor Estrella,40-40,100,1,.64516127,31
74,Victor Estrella,40-50,100,1,.58333331,12
74,Victor Estrella,50-40,100,1,.83333331,24
77,Philip Davydenko,0-0,100,1,.77777779,9
77,Philip Davydenko,0-15,100,1,.5,2
77,Philip Davydenko,0-30,100,1,1,1
77,Philip Davydenko,15-0,100,1,.71428573,7
77,Philip Davydenko,15-15,100,1,.66666669,3
77,Philip Davydenko,15-30,100,1,.5,2
77,Philip Davydenko,15-40,100,1,0,1
77,Philip Davydenko,30-0,100,1,.80000001,5
77,Philip Davydenko,30-15,100,1,.66666669,3
77,Philip Davydenko,30-30,100,1,0,2
77,Philip Davydenko,30-40,100,1,.5,2
77,Philip Davydenko,40-0,100,1,.5,4
77,Philip Davydenko,40-15,100,1,.75,4
77,Philip Davydenko,40-30,100,1,1,1
77,Philip Davydenko,40-40,100,1,1,1
77,Philip Davydenko,50-40,100,1,1,1
81,Ryan Sweeting,0-0,100,1,.69047618,168
81,Ryan Sweeting,0-15,100,1,.67307693,52
81,Ryan Sweeting,0-30,100,1,.7647059,17
81,Ryan Sweeting,0-40,100,1,.75,4
81,Ryan Sweeting,15-0,100,1,.51724136,116
81,Ryan Sweeting,15-15,100,1,.67032969,91
81,Ryan Sweeting,15-30,100,1,.62790698,43
81,Ryan Sweeting,15-40,100,1,.7368421,19
81,Ryan Sweeting,30-0,100,1,.73333335,60
81,Ryan Sweeting,30-15,100,1,.64935064,77
81,Ryan Sweeting,30-30,100,1,.64814812,54
81,Ryan Sweeting,30-40,100,1,.75757575,33
81,Ryan Sweeting,40-0,100,1,.65909094,44
81,Ryan Sweeting,40-15,100,1,.70769233,65
81,Ryan Sweeting,40-30,100,1,.6111111,54
81,Ryan Sweeting,40-40,100,1,.54347825,46
81,Ryan Sweeting,40-50,100,1,.66666669,21
81,Ryan Sweeting,50-40,100,1,.8888889,36
82,Daniel Garza,0-0,100,1,.89999998,10
82,Daniel Garza,0-15,100,1,0,1
82,Daniel Garza,0-30,100,1,1,1
82,Daniel Garza,15-0,100,1,.44444445,9
82,Daniel Garza,15-15,100,1,.80000001,5
82,Daniel Garza,15-30,100,1,1,2
82,Daniel Garza,30-0,100,1,.75,4
82,Daniel Garza,30-15,100,1,.60000002,5
82,Daniel Garza,30-30,100,1,.25,4
82,Daniel Garza,30-40,100,1,.66666669,3
82,Daniel Garza,40-0,100,1,.66666669,3
82,Daniel Garza,40-15,100,1,1,4
82,Daniel Garza,40-30,100,1,0,1
82,Daniel Garza,40-40,100,1,.33333334,3
82,Daniel Garza,40-50,100,1,1,2
82,Daniel Garza,50-40,100,1,.66666669,3
86,Daniel Smethurst,0-0,100,1,.75,16
86,Daniel Smethurst,0-15,100,1,.75,4
86,Daniel Smethurst,0-30,100,1,0,1
86,Daniel Smethurst,0-40,100,1,1,1
86,Daniel Smethurst,15-0,100,1,.5,12
86,Daniel Smethurst,15-15,100,1,.77777779,9
86,Daniel Smethurst,15-30,100,1,0,2
86,Daniel Smethurst,15-40,100,1,1,3
86,Daniel Smethurst,30-0,100,1,1,6
86,Daniel Smethurst,30-15,100,1,.85714287,7
86,Daniel Smethurst,30-30,100,1,1,1
86,Daniel Smethurst,30-40,100,1,.66666669,3
86,Daniel Smethurst,40-0,100,1,.66666669,6
86,Daniel Smethurst,40-15,100,1,.625,8
86,Daniel Smethurst,40-30,100,1,.75,4
86,Daniel Smethurst,40-40,100,1,.66666669,3
86,Daniel Smethurst,40-50,100,1,1,1
86,Daniel Smethurst,50-40,100,1,1,3
87,Joao Souza,0-0,100,1,.73456788,324
87,Joao Souza,0-15,100,1,.67441863,86
87,Joao Souza,0-30,100,1,.60714287,28
87,Joao Souza,0-40,100,1,.63636363,11
87,Joao Souza,15-0,100,1,.66806722,238
87,Joao Souza,15-15,100,1,.57664233,137
87,Joao Souza,15-30,100,1,.57333332,75
87,Joao Souza,15-40,100,1,.74358976,39
87,Joao Souza,30-0,100,1,.6855346,159
87,Joao Souza,30-15,100,1,.65891474,129
87,Joao Souza,30-30,100,1,.62068963,87
87,Joao Souza,30-40,100,1,.58064514,62
87,Joao Souza,40-0,100,1,.60550457,109
87,Joao Souza,40-15,100,1,.6484375,128
87,Joao Souza,40-30,100,1,.64646465,99
87,Joao Souza,40-40,100,1,.76056337,71
87,Joao Souza,40-50,100,1,.58333331,24
87,Joao Souza,50-40,100,1,.61904764,63
88,Ricardo Mello,0-0,100,1,.60000002,30
88,Ricardo Mello,0-15,100,1,.58333331,12
88,Ricardo Mello,0-30,100,1,.80000001,5
88,Ricardo Mello,0-40,100,1,1,1
88,Ricardo Mello,15-0,100,1,.55555558,18
88,Ricardo Mello,15-15,100,1,.53333336,15
88,Ricardo Mello,15-30,100,1,.54545456,11
88,Ricardo Mello,15-40,100,1,.5,6
88,Ricardo Mello,30-0,100,1,.69999999,10
88,Ricardo Mello,30-15,100,1,.63636363,11
88,Ricardo Mello,30-30,100,1,.60000002,10
88,Ricardo Mello,30-40,100,1,.5714286,7
88,Ricardo Mello,40-0,100,1,.85714287,7
88,Ricardo Mello,40-15,100,1,.625,8
88,Ricardo Mello,40-30,100,1,.77777779,9
88,Ricardo Mello,40-40,100,1,.66666669,6
88,Ricardo Mello,40-50,100,1,.66666669,3
88,Ricardo Mello,50-40,100,1,.60000002,5
90,Bastian Knittel,0-0,100,1,.70833331,24
90,Bastian Knittel,0-15,100,1,.85714287,7
90,Bastian Knittel,0-30,100,1,1,1
90,Bastian Knittel,15-0,100,1,.58823532,17
90,Bastian Knittel,15-15,100,1,.84615386,13
90,Bastian Knittel,15-30,100,1,.66666669,3
90,Bastian Knittel,15-40,100,1,1,1
90,Bastian Knittel,30-0,100,1,.5,10
90,Bastian Knittel,30-15,100,1,.625,16
90,Bastian Knittel,30-30,100,1,.875,8
90,Bastian Knittel,30-40,100,1,.5,2
90,Bastian Knittel,40-0,100,1,.60000002,5
90,Bastian Knittel,40-15,100,1,.91666669,12
90,Bastian Knittel,40-30,100,1,.625,8
90,Bastian Knittel,40-40,100,1,1,4
90,Bastian Knittel,40-50,100,1,0,1
90,Bastian Knittel,50-40,100,1,.75,4
93,Rui Machado,0-0,100,1,.61682242,107
93,Rui Machado,0-15,100,1,.56097561,41
93,Rui Machado,0-30,100,1,.5,18
93,Rui Machado,0-40,100,1,.55555558,9
93,Rui Machado,15-0,100,1,.69696969,66
93,Rui Machado,15-15,100,1,.62790698,43
93,Rui Machado,15-30,100,1,.63999999,25
93,Rui Machado,15-40,100,1,.2857143,14
93,Rui Machado,30-0,100,1,.76086956,46
93,Rui Machado,30-15,100,1,.60526317,38
93,Rui Machado,30-30,100,1,.74193549,31
93,Rui Machado,30-40,100,1,.91666669,12
93,Rui Machado,40-0,100,1,.60000002,35
93,Rui Machado,40-15,100,1,.72972971,37
93,Rui Machado,40-30,100,1,.54545456,33
93,Rui Machado,40-40,100,1,.5,26
93,Rui Machado,40-50,100,1,.5,14
93,Rui Machado,50-40,100,1,.85000002,20
95,Kenny De Schepper,0-0,100,1,.58904111,73
95,Kenny De Schepper,0-15,100,1,.5,30
95,Kenny De Schepper,0-30,100,1,.53333336,15
95,Kenny De Schepper,0-40,100,1,.14285715,7
95,Kenny De Schepper,15-0,100,1,.6511628,43
95,Kenny De Schepper,15-15,100,1,.63333333,30
95,Kenny De Schepper,15-30,100,1,.52631581,19
95,Kenny De Schepper,15-40,100,1,.69999999,10
95,Kenny De Schepper,30-0,100,1,.6785714,28
95,Kenny De Schepper,30-15,100,1,.71428573,28
95,Kenny De Schepper,30-30,100,1,.77777779,18
95,Kenny De Schepper,30-40,100,1,.81818181,11
95,Kenny De Schepper,40-0,100,1,.78947371,19
95,Kenny De Schepper,40-15,100,1,.79166669,24
95,Kenny De Schepper,40-30,100,1,.68421054,19
95,Kenny De Schepper,40-40,100,1,.73333335,15
95,Kenny De Schepper,40-50,100,1,.60000002,5
95,Kenny De Schepper,50-40,100,1,.85714287,14
96,Alejandro Falla,0-0,100,1,.63800907,884
96,Alejandro Falla,0-15,100,1,.58437502,320
96,Alejandro Falla,0-30,100,1,.5413534,133
96,Alejandro Falla,0-40,100,1,.60655737,61
96,Alejandro Falla,15-0,100,1,.64007092,564
96,Alejandro Falla,15-15,100,1,.58461541,390
96,Alejandro Falla,15-30,100,1,.6025641,234
96,Alejandro Falla,15-40,100,1,.59230769,130
96,Alejandro Falla,30-0,100,1,.68144047,361
96,Alejandro Falla,30-15,100,1,.60818714,342
96,Alejandro Falla,30-30,100,1,.65454543,275
96,Alejandro Falla,30-40,100,1,.53488374,172
96,Alejandro Falla,40-0,100,1,.65040648,246
96,Alejandro Falla,40-15,100,1,.62372881,295
96,Alejandro Falla,40-30,100,1,.60481101,291
96,Alejandro Falla,40-40,100,1,.61835748,207
96,Alejandro Falla,40-50,100,1,.5,106
96,Alejandro Falla,50-40,100,1,.597561,164
99,Marco Chiudinelli,0-0,100,1,.66409266,259
99,Marco Chiudinelli,0-15,100,1,.62068963,87
99,Marco Chiudinelli,0-30,100,1,.66666669,33
99,Marco Chiudinelli,0-40,100,1,.72727275,11
99,Marco Chiudinelli,15-0,100,1,.62790698,172
99,Marco Chiudinelli,15-15,100,1,.72881359,118
99,Marco Chiudinelli,15-30,100,1,.62962961,54
99,Marco Chiudinelli,15-40,100,1,.53571427,28
99,Marco Chiudinelli,30-0,100,1,.7037037,108
99,Marco Chiudinelli,30-15,100,1,.69491524,118
99,Marco Chiudinelli,30-30,100,1,.62857145,70
99,Marco Chiudinelli,30-40,100,1,.70731705,41
99,Marco Chiudinelli,40-0,100,1,.72368419,76
99,Marco Chiudinelli,40-15,100,1,.69902915,103
99,Marco Chiudinelli,40-30,100,1,.57333332,75
99,Marco Chiudinelli,40-40,100,1,.67213112,61
99,Marco Chiudinelli,40-50,100,1,.72000003,25
99,Marco Chiudinelli,50-40,100,1,.63636363,55
103,Jason Kubler,0-0,100,1,.5714286,14
103,Jason Kubler,0-15,100,1,.5,6
103,Jason Kubler,0-30,100,1,.33333334,3
103,Jason Kubler,0-40,100,1,.5,2
103,Jason Kubler,15-0,100,1,.625,8
103,Jason Kubler,15-15,100,1,.5,6
103,Jason Kubler,15-30,100,1,.5,4
103,Jason Kubler,15-40,100,1,0,3
103,Jason Kubler,30-0,100,1,.40000001,5
103,Jason Kubler,30-15,100,1,.33333334,6
103,Jason Kubler,30-30,100,1,.66666669,6
103,Jason Kubler,30-40,100,1,1,2
103,Jason Kubler,40-0,100,1,0,2
103,Jason Kubler,40-15,100,1,.75,4
103,Jason Kubler,40-30,100,1,.60000002,5
103,Jason Kubler,40-40,100,1,.5,4
103,Jason Kubler,40-50,100,1,.5,2
103,Jason Kubler,50-40,100,1,.66666669,3
104,Juan Carlos Ferrero,0-0,100,1,.58802819,284
104,Juan Carlos Ferrero,0-15,100,1,.62393165,117
104,Juan Carlos Ferrero,0-30,100,1,.61363637,44
104,Juan Carlos Ferrero,0-40,100,1,.64705884,17
104,Juan Carlos Ferrero,15-0,100,1,.63473052,167
104,Juan Carlos Ferrero,15-15,100,1,.60447758,134
104,Juan Carlos Ferrero,15-30,100,1,.58749998,80
104,Juan Carlos Ferrero,15-40,100,1,.56818181,44
104,Juan Carlos Ferrero,30-0,100,1,.55660379,106
104,Juan Carlos Ferrero,30-15,100,1,.5625,128
104,Juan Carlos Ferrero,30-30,100,1,.62135923,103
104,Juan Carlos Ferrero,30-40,100,1,.640625,64
104,Juan Carlos Ferrero,40-0,100,1,.71186441,59
104,Juan Carlos Ferrero,40-15,100,1,.58426964,89
104,Juan Carlos Ferrero,40-30,100,1,.59405941,101
104,Juan Carlos Ferrero,40-40,100,1,.63414633,82
104,Juan Carlos Ferrero,40-50,100,1,.625,40
104,Juan Carlos Ferrero,50-40,100,1,.66176468,68
110,Gianni Mina,0-0,100,1,.69999999,10
110,Gianni Mina,0-15,100,1,.33333334,3
110,Gianni Mina,0-30,100,1,0,2
110,Gianni Mina,0-40,100,1,1,2
110,Gianni Mina,15-0,100,1,.71428573,7
110,Gianni Mina,15-15,100,1,.66666669,3
110,Gianni Mina,15-30,100,1,0,1
110,Gianni Mina,15-40,100,1,.66666669,3
110,Gianni Mina,30-0,100,1,.80000001,5
110,Gianni Mina,30-15,100,1,.33333334,3
110,Gianni Mina,30-30,100,1,1,2
110,Gianni Mina,30-40,100,1,1,2
110,Gianni Mina,40-0,100,1,.5,4
110,Gianni Mina,40-15,100,1,1,3
110,Gianni Mina,40-30,100,1,1,2
110,Gianni Mina,40-40,100,1,1,2
110,Gianni Mina,50-40,100,1,1,2
115,Pedro Sousa,0-0,100,1,.51724136,29
115,Pedro Sousa,0-15,100,1,.5714286,14
115,Pedro Sousa,0-30,100,1,.33333334,6
115,Pedro Sousa,0-40,100,1,.5,4
115,Pedro Sousa,15-0,100,1,.53333336,15
115,Pedro Sousa,15-15,100,1,.46666667,15
115,Pedro Sousa,15-30,100,1,.69999999,10
115,Pedro Sousa,15-40,100,1,.60000002,5
115,Pedro Sousa,30-0,100,1,.375,8
115,Pedro Sousa,30-15,100,1,.91666669,12
115,Pedro Sousa,30-30,100,1,.5,8
115,Pedro Sousa,30-40,100,1,.2857143,7
115,Pedro Sousa,40-0,100,1,.33333334,3
115,Pedro Sousa,40-15,100,1,.61538464,13
115,Pedro Sousa,40-30,100,1,.66666669,9
115,Pedro Sousa,40-40,100,1,.2,5
115,Pedro Sousa,40-50,100,1,.40000001,5
115,Pedro Sousa,50-40,100,1,.5,2
117,Josselin Ouanna,0-0,100,1,.375,16
117,Josselin Ouanna,0-15,100,1,.69999999,10
117,Josselin Ouanna,0-30,100,1,.33333334,3
117,Josselin Ouanna,0-40,100,1,1,2
117,Josselin Ouanna,15-0,100,1,.83333331,6
117,Josselin Ouanna,15-15,100,1,.875,8
117,Josselin Ouanna,15-30,100,1,0,2
117,Josselin Ouanna,15-40,100,1,1,4
117,Josselin Ouanna,30-0,100,1,1,5
117,Josselin Ouanna,30-15,100,1,1,7
117,Josselin Ouanna,30-40,100,1,1,4
117,Josselin Ouanna,40-0,100,1,.40000001,5
117,Josselin Ouanna,40-15,100,1,.5,10
117,Josselin Ouanna,40-30,100,1,.40000001,5
117,Josselin Ouanna,40-40,100,1,1,7
117,Josselin Ouanna,40-50,100,1,1,1
117,Josselin Ouanna,50-40,100,1,.42857143,7
120,Tobias Kamke,0-0,100,1,.61657304,712
120,Tobias Kamke,0-15,100,1,.60073262,273
120,Tobias Kamke,0-30,100,1,.59633029,109
120,Tobias Kamke,0-40,100,1,.56818181,44
120,Tobias Kamke,15-0,100,1,.59681094,439
120,Tobias Kamke,15-15,100,1,.59237534,341
120,Tobias Kamke,15-30,100,1,.65196079,204
120,Tobias Kamke,15-40,100,1,.70833331,96
120,Tobias Kamke,30-0,100,1,.65648854,262
120,Tobias Kamke,30-15,100,1,.62328768,292
120,Tobias Kamke,30-30,100,1,.67078191,243
120,Tobias Kamke,30-40,100,1,.62162161,148
120,Tobias Kamke,40-0,100,1,.65697676,172
120,Tobias Kamke,40-15,100,1,.64315355,241
120,Tobias Kamke,40-30,100,1,.62650603,249
120,Tobias Kamke,40-40,100,1,.55675673,185
120,Tobias Kamke,40-50,100,1,.55445546,101
120,Tobias Kamke,50-40,100,1,.62068963,145
127,Josko Topic,0-0,100,1,.66666669,6
127,Josko Topic,0-15,100,1,1,2
127,Josko Topic,15-0,100,1,.5,4
127,Josko Topic,15-15,100,1,.25,4
127,Josko Topic,15-30,100,1,.66666669,3
127,Josko Topic,15-40,100,1,0,1
127,Josko Topic,30-0,100,1,1,2
127,Josko Topic,30-15,100,1,1,1
127,Josko Topic,30-30,100,1,1,2
127,Josko Topic,40-0,100,1,.5,2
127,Josko Topic,40-15,100,1,.5,2
127,Josko Topic,40-30,100,1,.66666669,3
127,Josko Topic,40-40,100,1,1,1
127,Josko Topic,50-40,100,1,1,1
129,Kyle Edmund,0-0,100,1,.70642203,109
129,Kyle Edmund,0-15,100,1,.65625,32
129,Kyle Edmund,0-30,100,1,.90909094,11
129,Kyle Edmund,0-40,100,1,1,1
129,Kyle Edmund,15-0,100,1,.6883117,77
129,Kyle Edmund,15-15,100,1,.66666669,45
129,Kyle Edmund,15-30,100,1,.56,25
129,Kyle Edmund,15-40,100,1,.58333331,12
129,Kyle Edmund,30-0,100,1,.64150941,53
129,Kyle Edmund,30-15,100,1,.6122449,49
129,Kyle Edmund,30-30,100,1,.4848485,33
129,Kyle Edmund,30-40,100,1,.91666669,24
129,Kyle Edmund,40-0,100,1,.64705884,34
129,Kyle Edmund,40-15,100,1,.69047618,42
129,Kyle Edmund,40-30,100,1,.55172414,29
129,Kyle Edmund,40-40,100,1,.65714288,35
129,Kyle Edmund,40-50,100,1,.78571427,14
129,Kyle Edmund,50-40,100,1,.71875,32
133,Tim Smyczek,0-0,100,1,.61065573,488
133,Tim Smyczek,0-15,100,1,.61052632,190
133,Tim Smyczek,0-30,100,1,.58108109,74
133,Tim Smyczek,0-40,100,1,.58064514,31
133,Tim Smyczek,15-0,100,1,.61073828,298
133,Tim Smyczek,15-15,100,1,.65948278,232
133,Tim Smyczek,15-30,100,1,.63114756,122
133,Tim Smyczek,15-40,100,1,.53968257,63
133,Tim Smyczek,30-0,100,1,.6813187,182
133,Tim Smyczek,30-15,100,1,.60189575,211
133,Tim Smyczek,30-30,100,1,.71428573,161
133,Tim Smyczek,30-40,100,1,.61250001,80
133,Tim Smyczek,40-0,100,1,.66935486,124
133,Tim Smyczek,40-15,100,1,.66071427,168
133,Tim Smyczek,40-30,100,1,.67441863,172
133,Tim Smyczek,40-40,100,1,.6857143,105
133,Tim Smyczek,40-50,100,1,.62222224,45
133,Tim Smyczek,50-40,100,1,.64044946,89
134,Eduardo Schwank,0-0,100,1,.61250001,80
134,Eduardo Schwank,0-15,100,1,.74193549,31
134,Eduardo Schwank,0-30,100,1,.75,8
134,Eduardo Schwank,0-40,100,1,.5,2
134,Eduardo Schwank,15-0,100,1,.63265306,49
134,Eduardo Schwank,15-15,100,1,.70731705,41
134,Eduardo Schwank,15-30,100,1,.72222221,18
134,Eduardo Schwank,15-40,100,1,.33333334,6
134,Eduardo Schwank,30-0,100,1,.80645162,31
134,Eduardo Schwank,30-15,100,1,.62857145,35
134,Eduardo Schwank,30-30,100,1,.69230771,26
134,Eduardo Schwank,30-40,100,1,.60000002,10
134,Eduardo Schwank,40-0,100,1,.60000002,25
134,Eduardo Schwank,40-15,100,1,.75,32
134,Eduardo Schwank,40-30,100,1,.46153846,26
134,Eduardo Schwank,40-40,100,1,.44999999,20
134,Eduardo Schwank,40-50,100,1,.41666666,12
134,Eduardo Schwank,50-40,100,1,.69230771,13
135,Christian Lindell,0-0,100,1,.62790698,43
135,Christian Lindell,0-15,100,1,.5,16
135,Christian Lindell,0-30,100,1,.5,8
135,Christian Lindell,0-40,100,1,.5,4
135,Christian Lindell,15-0,100,1,.7037037,27
135,Christian Lindell,15-15,100,1,.8125,16
135,Christian Lindell,15-30,100,1,.42857143,7
135,Christian Lindell,15-40,100,1,.66666669,6
135,Christian Lindell,30-0,100,1,.52631581,19
135,Christian Lindell,30-15,100,1,.68181819,22
